company,address,report publication year,internal manufacturing site
"Murata Manufacturing Co., Ltd.","Plot 15, Bemban Industrial Park Jalan Bemban Batu Gajah, Perak Malaysia",2013,TRUE
"Murata Manufacturing Co., Ltd.","Saigon-Linh Trung Export Processing Zone No. 1, Hamlet 4, Linh Trung Ward, Thu Duc District Ho Chi Minh City, Binh Duong Vietnam",2013,TRUE
Nan Ya Printed Circuit Board Corporation,"201, Chang Jiang South Road, Kun Shan Economic and Technical Development Zone Kunshan, Jiangsu China",2013,TRUE
Nan Ya Printed Circuit Board Corporation,"No. 338, Sec. 1 Nankan Road,Taoyuan, Taiwan",2013,TRUE
"New Ocean Precision Component (Jiangxi) Co., Ltd","No. 99 Jian Nan Road, Yi Chun Fengcheng, Jiang Xi China",2013,TRUE
Nichia Corporation,"1-19, Tatsumi-Cho Anan, Tokushima Japan",2013,TRUE
Nichia Corporation,"3 Nyuta, Aratano-Cho Anan, Tokushima Japan",2013,TRUE
Nidec Corporation,"12 Huan Cheng Bei Road, Hongye (138) Industrial District, Tangxia Town Dongguan, Guangdong China",2013,TRUE
Nidec Corporation,"Jl. Beringin Lot 9,Batamindo Industrial Park,Mukakuning, Batam, Indonesia",2013,TRUE
"Nippon Mektron, Ltd.","1650-11-1 Okuhara-cho, Ushiku City, Ibaraki Ushiku, Ibaraki Japan",2013,TRUE
"Nippon Mektron, Ltd.","2626-19 Sunayama, Kamisu City, Ibaraki Kamisu, Ibaraki Japan",2013,TRUE
"Nippon Mektron, Ltd.","560 Moo 2, Bangpa-in Industrial Estate, Udomsorayuth Road,Tambol Klong-Jik Bang Pa-In, Ayutthaya Thailand",2013,TRUE
"Nippon Mektron, Ltd.","No. 1 Shuangdeng Road,Weiting Town,Suzhou Industrial Park Suzhou, Jiangsu China",2013,TRUE
"Nippon Mektron, Ltd.","No. 2006, Huang Yang Road, Doumen Town Doumen District Zhuhai, Guangdong China",2013,TRUE
"Nippon Mektron, Ltd.","No. 48 Chung-heng Street,Hsiao-Kang District Kaoshiung, Taiwan",2013,TRUE
"Nisshin Steel Co., Ltd.","11-1, Showa-cho Kure, Hiroshima Japan",2013,TRUE
"Nisshin Steel Co., Ltd.","4976, Nomuraminami-cho Shunan, Yamaguchi Japan",2013,TRUE
Nitto Denko Corporation,"1043, Gupo-Dong Gumi, Gyeongsangbuk-do South Korea",2013,TRUE
Nitto Denko Corporation,"18 Hirayama Nakahara Toyohashi, Aichi Japan",2013,TRUE
Nitto Denko Corporation,"455-6, Hongo, Minogo-cho Onomichi, Hiroshima Japan",2013,TRUE
Nitto Denko Corporation,"474, Hyeongok-Ri, Cheongbuk-Myeon Pyeongtaek, Gyeonggi-do South Korea",2013,TRUE
Nitto Denko Corporation,"716 Lianyang Road, Songjiang Industrial Zone, Shanghai, China",2013,TRUE
Nitto Denko Corporation,"Bangkai Road, Guangming Hi-Tech Park, Baoan District Shenzhen, Guangdong China",2013,TRUE
Nitto Denko Corporation,"No.210 North Riying Road, Wai Gao Qiao Free Trade Zone, Pudong Shanghai, China",2013,TRUE
Nitto Denko Corporation,"No. 4142 Bldg, Cuigang Industrial Five Zone Huaide, Fuyong, Baoan District Shenzhen, Guangdong China",2013,TRUE
NXP Semiconductor N.V.,"10 Chin 5th Road N.E.P.Z., Kaoshiung, Taiwan",2013,TRUE
NXP Semiconductor N.V.,"10/F General Garment Building, 100-110 Kwai Cheog Road Hong Kong, China",2013,TRUE
NXP Semiconductor N.V.,"303 Moo 3 Chaengwattana Road, Laksi Bangkok, Thailand",2013,TRUE
NXP Semiconductor N.V.,"70 Pasir Ris Drive 1, Singapore",2013,TRUE
NXP Semiconductor N.V.,"Bramhall Moor Lane, Stockport, Cheshire, SK7 5 BJ Hazel Grove, United Kingdom",2013,TRUE
NXP Semiconductor N.V.,"Gertsweg 2 Nijmegen, Netherlands",2013,TRUE
NXP Semiconductor N.V.,"No. 188, Su Hong Xi Road, Suzhou Industrial Park Suzhou, Jiangsu China",2013,TRUE
NXP Semiconductor N.V.,"Philips Avenue, Light Industry and Science Park, Diezmo Cabuyao Laguna, Philippines",2013,TRUE
NXP Semiconductor N.V.,"PT No. 12687, Tuanku Jaafar, Industrial Park Seremban, Malaysia",2013,TRUE
NXP Semiconductor N.V.,"Stresemannallee 101 Hamburg, Germany",2013,TRUE
NXP Semiconductor N.V.,"Tianmei Industrial North District A Section, Huangjiang Town Dongguan, Guangdong China",2013,TRUE
"OmniVision Technologies, Inc.","4275 Burton Drive Santa Clara, California USA",2013,TRUE
Omron Corporation,"16-17 F, Fushi Industrial Zone, Binghe West Road, Qinghu Industry Region, Qingxi Town.Dongguan, Guangdong China",2013,TRUE
Omron Corporation,"Build 6 and 11, Electronic Information Business Park, Baishazhou Industrial Park Heng Yang, Hunan China",2013,TRUE
ON Semiconductor Corporation,"1, Ooyaji, Kofune, Shiokawa-Machi, Kitakata-shi, Fukushima, Tōhoku, Japan",2013,TRUE
ON Semiconductor Corporation,"1. maje 2230, 756 61 Rožnov pod Radhoštěm, Zlín Region, Czech Republic",2013,TRUE
ON Semiconductor Corporation,"180, Omori Anpachi Machi Anpachi Gun, Gifu Japan",2013,TRUE
ON Semiconductor Corporation,"2300 West Buckskin Road Pocatello, Idaho USA",2013,TRUE
ON Semiconductor Corporation,"289 West People Road Leshan, Sichuan China",2013,TRUE
ON Semiconductor Corporation,"Block 6, Hua Jian Industrial Building, Shekou Industrial Zone Shenzhen, Guangdong China",2013,TRUE
ON Semiconductor Corporation,"Gresham Fab, 23400 N.E. Glisan Street Gresham, Oregon USA",2013,TRUE
ON Semiconductor Corporation,"ISMF-SCG Industries Sdn. Bhd, Lot 122 Senawang Industrial Estate Seremban, Negeri Sembilan Malaysia",2013,TRUE
Oriental Printed Circuits Ltd.,"No. 238, Shan Hu Road Niu Shan Foreign Economy Industry Zone Dongcheng District, Dongguan, Guangdong China",2013,TRUE
Oriental Printed Circuits Ltd.,"No. 1, Xinle Road, Science City,Hi-Tech Industrial Development Zone,Guang Zhou, Guangdong China",2013,TRUE
Oriental Printed Circuits Ltd.,"No. 200 Jiangtian Road East Song Jiang Shanghai, China",2013,TRUE
Osram Opto Semiconductors,"Bayan Lepas Free Industrial Zone Phase 111900 Bayan Lepas Penang, Malaysia",2013,TRUE
Panasonic Corporation,"1 Tadachi Izushi-cho Toyooka, Hyogo Japan",2013,TRUE
Panasonic Corporation,"1-1 Matsushita-cho Moriguchi City, Osaka Japan",2013,TRUE
Panasonic Corporation,"1-1 SANYO-cho, Daito Daito, Osaka Japan",2013,TRUE
Panasonic Corporation,"1006 Kadoma Kadoma, Osaka Japan",2013,TRUE
Panasonic Corporation,"1037-2 Kamiosatsu Chitose, Hokkaido Japan",2013,TRUE
Panasonic Corporation,"1111-1 Shimokannuki Kawanabe, Tsuyama City Japan",2013,TRUE
Panasonic Corporation,"14 Jiu Xiam Qiao Road Beijing, China",2013,TRUE
Panasonic Corporation,"217 Omachi-cho, Omachi, Saga Japan",2013,TRUE
Panasonic Corporation,"25 Kowata Nishinaka Uji, Kyoto Japan",2013,TRUE
Panasonic Corporation,"271 Higashi Kaihatsu Tonami, Toyama Japan",2013,TRUE
Panasonic Corporation,"369 Nogifukutomi-cho Matsue, Shimane Japan",2013,TRUE
Panasonic Corporation,"4-5-1 Kurihara Myoko, Niigata Japan",2013,TRUE
Panasonic Corporation,"401 Sadamasa Fukui, Fukui Japan",2013,TRUE
Panasonic Corporation,"55-12 Hama, Osumi Kyotanabe, Kyoto Japan",2013,TRUE
Panasonic Corporation,"99 Moo 9, Tambol Muangwan,Numphong, Khon Kaen Thailand",2013,TRUE
Panasonic Corporation,"Aza 5 li Awara, Fukui Japan",2013,TRUE
Panasonic Corporation,"JI.Raya Jakarta Bogor, Km. 35 Cimanggis, Depok Indonesia",2013,TRUE
Panasonic Corporation,"Kawasan Industri MM2100Blok O-1-1 Kecamatan Cikarang Barat Kabupaten Bekasi, Jawa Barat Indonesia",2013,TRUE
Panasonic Corporation,"Lot C4-10 Carmelray Industrial Park 2 Barangay Calamba, Laguna Philippines",2013,TRUE
Panasonic Corporation,"No. 1, Jalan Jemuju 16/13, 40200 Shah Alam, Selangor Darul Ehsan Shah Alam, Selangor Malaysia",2013,TRUE
Panasonic Corporation,"No. 49, Tokyo Road, Free Trade Zone Qingdao, Shandong China",2013,TRUE
Panasonic Corporation,"No. 16 Yongchang Zhonglu BDA, Beijing, China",2013,TRUE
Panasonic Corporation,"No. 2, 2nd Donghuan Road, 10th Industrial District, Longhua Town, Baoan Shenzhen, Guangdong China",2013,TRUE
Panasonic Corporation,"No. 3 Bedok South Road, Singapore",2013,TRUE
Panasonic Corporation,"No. 348 Lushan Rd, Suzhou New District, Suzhou, Jiangsu China",2013,TRUE
Panasonic Corporation,"No. 666 Lushan Road New District Suzhou, Jiangsu China",2013,TRUE
Panasonic Corporation,"No. 1 Xinghua 5th Branch Xiqing Economic Development Zone Tianjin, China",2013,TRUE
Panasonic Corporation,"Tamiyaji, Tamaki, Watarai Ise, Mie Japan",2013,TRUE
PCH International,"3 F, Zhong Tian Yuan Logistics Centre,Tao Hua Road,Futian Free Trade Zone Shenzhen, Guangdong China",2013,TRUE
PCH International,"4/F Shenli Industrial Park, Sanxiang Town, Zhongshan City Shenzhen, Guangdong China",2013,TRUE
Pegatron Corporation,"No. 233 Jinfeng Road Suzhou, Jiangsu China",2013,TRUE
Pegatron Corporation,"No. 113, Lane171 Linsheng Road, Tinlin Town Jinshan District Shanghai, China",2013,TRUE
Pegatron Corporation,"No. 1168 Ronghua Road,Songjiang Industrial Zone Shanghai, China",2013,TRUE
Pegatron Corporation,"No. 3636 Shen Gang Road,Xinqiao Town,Songjiang Industrial Zone Shanghai, China",2013,TRUE
Pegatron Corporation,"No. 3768 Xiu Yan Road, Kang Qiao Town,Pu Dong New District Shanghai, China",2013,TRUE
Pegatron Corporation,"No. 58 Tinghong Road,Tinglin Industrial Zone,Jinshan District Shanghai, China",2013,TRUE
Pegatron Corporation,"No. 88 Kaedar Road, Hi-Tech Industrial Park Kunshan, Jiangsu China",2013,TRUE
Pegatron Corporation,"No. 88, Tinghua Road, Tinlin Town, Jinshan District Shanghai, China",2013,TRUE
Philips Lumileds Lighting Company,"190 Yishun Avenue 7, Singapore",2013,TRUE
Philips Lumileds Lighting Company,"370 West Trimble Road San Jose, California USA",2013,TRUE
Philips Lumileds Lighting Company,"FIZ, Phase 3, Lebuh Kampung Jawa, 11900 Bayan Lepas Penang, Penang Malaysia",2013,TRUE
Philips Lumileds Lighting Company,"No. 3, Lintang Bayan Lepas 8, Kawasan Perindustrian Bayan Lepas, Fasa 4, Mukim 12 Penang, Malaysia",2013,TRUE
Philips Lumileds Lighting Company,"Toa Poyah West, Singapore",2013,TRUE
Pioneer Material Precision Tech,"No. 45, Nan Hu Road, Wuzhong Economic Development Zone Suzhou, Jiangsu China",2013,TRUE
Pioneer Material Precision Tech,"No. 1, Jiao Ping Da Dao, Industrial Ke Yuan Cheng Tangxia Town Dongguan, Guang Dong China",2013,TRUE
Pioneer Material Precision Tech,"No. 1, Jiao-ping road, Ke Yuan Cheng Industrial Park,Tangxia Town Dongguan, Guangdong China",2013,TRUE
Prent Corporation,"No. 2275, Chengliu Zhonglu, Jiading District Shanghai, China",2013,TRUE
Prent Corporation,"No. 29, Lane 399, Shenyu Road, Malu Town, Jiading District Shanghai, China",2013,TRUE
Primax Electronics Ltd.,"Er Village, Liuwu District, Shek Kit Town,Dongguan, Guangdong China",2013,TRUE
Primax Electronics Ltd.,"No. 66 Qin Kun Road, Yu Shan Town Kunshan, Jiangsu China",2013,TRUE
Pulse Electronics,"Export Processing Zone,Hi-Tech Industrial Dev Zone Mianyang, Sichuan China",2013,TRUE
Pulse Electronics,"No. 99 Huo Ju Road Suzhou, Jiangsu China",2013,TRUE
Quanta Computer Inc.,"44350 Nobel Drive, Fremont, California USA",2013,TRUE
Quanta Computer Inc.,"No. 68 Sanzhuang Road, Songjiang Export Processing Zone Shanghai, China",2013,TRUE
Quanta Computer Inc.,"No. 8 Jin Zhou Road, High-Tech Industrial Park, Chang Shu Economic Development Zone, Changshu, Jiangsu, China",2013,TRUE
Quanta Computer Inc.,"No. 1, Lane 31, Nanle Road, Songjiang Export Processing Zone,Songjiang District Shanghai, China",2013,TRUE
Quanta Computer Inc.,"No. 3111 West Huancheng Road, Min Hang Export Zone Shanghai, China",2013,TRUE
R.R. Donnelley & Sons Co.,"No. 28 Huang Sha He West Road,Xin Jiu Wei Village, Liaobu Town, Dongguan, Guangdong China",2013,TRUE
R.R. Donnelley & Sons Co.,"No. 7699 Songze Avenue, Qingpu Industrial Zone Shanghai, China",2013,TRUE
R.R. Donnelley & Sons Co.,"No. 888 Ganghua Road, North Area of Chengdu Modern Industrial Park, Pixian, Chengdu, Sichuan China",2013,TRUE
Radiant Opto Electronics Corporation,"No. 11 Xin Rui Road, Science City of Guangzhou High-Tech Industrial Development Zone Guangzhou, Guangdong China",2013,TRUE
Radiant Opto Electronics Corporation,"No. 1621 Jiang Xing East Road, Economic Developing Area Wujiang, Jiangsu China",2013,TRUE
Radiant Opto Electronics Corporation,"No. 35 Hengtong Road Nanjing, Jiangsu China",2013,TRUE
Renesas Electronics Corporation,"1 Ohmaki Harue-Cho, Fukui Japan",2013,TRUE
Renesas Electronics Corporation,"111, Nishiyokote-machi Takasaki, Gunma Japan",2013,TRUE
Renesas Electronics Corporation,"145-1, Aza-Nakajima, Nanae-cho,Kameda-gun, Hokkaido Japan",2013,TRUE
Renesas Electronics Corporation,"176 Jin Ji Hu Lu, Suzhou Industrial Park,Suzhou, Jiangsu China",2013,TRUE
Renesas Electronics Corporation,"2-9-1, Seiran Otsu, Shiga Japan",2013,TRUE
Renesas Electronics Corporation,"3-3274, Aza-Yagibashi-Higashi, Oaza-Hanazawa Yonezawa-shi, Yamagata Japan",2013,TRUE
Renesas Electronics Corporation,"4617, Nishiyahata Kai-Shi, Yamanashi Japan",2013,TRUE
Renesas Electronics Corporation,"751 Horiguchi Hitachinaka-shi, Ibaragi Japan",2013,TRUE
Renesas Electronics Corporation,"9-1, Seiran 2-Chome, Otsu City, Shiga, Japan",2013,TRUE
Renesas Electronics Corporation,"Bayan Lepas Free, Industrial Zone Penang, Malaysia",2013,TRUE
Renesas Electronics Corporation,"Lot 54. Kulim, Industrial Estate. Sg, Seluang Kulim, Kedah Malaysia",2013,TRUE
"RF Micro Devices, Inc.","17 Middle Tongji Road Beijing, China",2013,TRUE
"RF Micro Devices, Inc.","7625 Thorndike Road Greensboro, North Carolina USA",2013,TRUE
"RF Micro Devices, Inc.","7908 Piedmont Triad Pkwy.Greensboro, North Carolina USA",2013,TRUE
"RF Micro Devices, Inc.","Heighington Lane Business Park Newton Aycliffe, United Kingdom",2013,TRUE
"ROHM Co., Ltd.","10 Kitahara Tsukuba Ibaraki Tsukuba, Yamagata Japan",2013,TRUE
"ROHM Co., Ltd.","100 Tomioka, Kasaoka Okayama, Japan",2013,TRUE
"ROHM Co., Ltd.","101/94, 102 Navanakom Industrial Zone, Moo 20, Phaholyothin Road, Tambol Khlong-Nueng,Klongluang, Pathumthani Thailand",2013,TRUE
"ROHM Co., Ltd.","1164-2 Hiyoshi, Hirokawa Yame-gun, Fukuoka Japan",2013,TRUE
"ROHM Co., Ltd.","21 Saiin Mizosaki-cho, Ukyo-ku Kyoto, Japan",2013,TRUE
"ROHM Co., Ltd.","371-11 Gasan-Dong, Gumcheon-ku Seoul, South Korea",2013,TRUE
"ROHM Co., Ltd.","837-1 Azahatakeda, Oaza-Inado, Yukuhashi Fukuoka, Japan",2013,TRUE
"ROHM Co., Ltd.","Lot 1320 Kawasan Perindustrian, Pengkalan Chepa ll, Padang Tembak, 16100 Kota Bharu Kelantan, Malaysia",2013,TRUE
"ROHM Co., Ltd.","No. 20 Four Street East and North, Dalian Economic and Technical Development Zone Dalian, Liaoning China",2013,TRUE
"ROHM Co., Ltd.","No. 7, Weisan Road, Micro-Electronics, Jingang Highway Xiqing District Tianjin, China",2013,TRUE
"ROHM Co., Ltd.","Peoples Technology Complex Special Economic Zone, Carmona, Cavite, Philippines",2013,TRUE
SABIC Innovative Plastics Holding Bv,"1 Lexan Lane, Mt. Vernon, Indiana USA",2013,TRUE
SABIC Innovative Plastics Holding Bv,"No. 56 Road Ai Du, Waigaoqiao Free Trade Zone Shanghai, China",2013,TRUE
SABIC Innovative Plastics Holding Bv,"No. 1 Sulia Road, Nansha, Panyu District Guangzhou, Guangdong China",2013,TRUE
Salcomp (Shenzhen) Co. Ltd,"Salcomp Road No. 69 Furong Industrial Area Xinqiao, Shajing, Baoan District Shenzhen, Guangdong China",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","Weisan Road, Micro-Electronics Industrial Park, Xiqing District Tianjin, China",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","1, Weisan Road Micro-Electronics Industrial Park Xiqing District Tianjin, China",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","114, Noksansaneopjung Road,Kangseo-gu, Pusan Pusan, Gyeongsangbuk-do South Korea",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","27 Heiniu, Cheng-Road Tianjin, China",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","314 Maetan 3-Dong, Yeongtong-Gu Suwon, Gyeonggi-do South Korea",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","618-270 , HDI Department, 1623-2 Nocksan Industrial Complex, Song Jeong-Dong, Kangseo-Ku Busan, Gyengsangnamdo South Korea",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","Block 5, Calamba Premiere International Park, Barangay Batino,Calamba, Laguna Philippines",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","Hengkeng Management Area Liaobu Town Dongguan, Guangdong China",2013,TRUE
"Samsung Electro-Mechanics Co., Ltd","Wellgrow Industrial Estate, 93 Moo 5 Tambol Bangsamak Bang Pakong, Chachoengsao Thailand",2013,TRUE
"Samsung Electronics Co., Ltd. ","12100 Samsung Blvd.Austin, Texas USA",2013,TRUE
"Samsung Electronics Co., Ltd. ","318 Fangzhou Road, Suzhou Industrial Park Suzhou, Jiangsu China",2013,TRUE
"Samsung Electronics Co., Ltd. ","445-701, Samsung Electronics Co., Banwol-dong Hwaseong-si, Gyeonggi-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","510, Seongseong-dong, Seobuk-gu Cheonan, Chungcheongnam-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","Myeongam-ri, Tangjeong-myeon Asan, Chungcheongnam-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","No. 15, Jinjihu Road, Suzhou Industrial Park Suzhou, Jiangsu China",2013,TRUE
"Samsung Electronics Co., Ltd. ","No. 723 Buksu-ri, Baebang-eup Asan, Chungcheongnam-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","Samsung Street 181, Tangjeong-myeon Asan, Chungcheongnam-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","San #16, Banwol-dong Hwaseong-si, Gyeonggi-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","San #24 Nongseo-dong,Giheung-gu Yongin, Gyeonggi-do South Korea",2013,TRUE
"Samsung Electronics Co., Ltd. ","San #723, Buksu-Ri, Baibang EUP, Asan, Chungcheongnam-do South Korea",2013,TRUE
Sandisk Corporation,"800 Yamanoisshiki-Cho Yokkaichi, Mie Japan",2013,TRUE
Sandisk Corporation,"No. 388, Jiang Chuan East Road Shanghai, China",2013,TRUE
SDI Corporation,"331-300/508, Sung Sung-dong,Seobuk-gu Cheonan, Chungcheongnam-do South Korea",2013,TRUE
SDI Corporation,"No. 1 Qingling Road, Yat-Sen Scientific Industrial Park, Wuqing Development Zone Tianjin, China",2013,TRUE
Seagate Technology LLC,"90 Moo 15 Tambol Sungnoen, Sungnoen, Nakhon Ratchasima Thailand",2013,TRUE
Seagate Technology LLC,"No. 200 Su Hong Zhong Lu, Suzhou Industrial Park Suzhou, Jiangsu China",2013,TRUE
Seagate Technology LLC,"Wuxi-Singapore Industrial Park, No.2, Xing Chuang Er Lu Wuxi, Jiangsu China",2013,TRUE
Seiko Epson Corporation,"1 Dannoue Iwasaki-aza,Yuzawa, Akita Japan",2013,TRUE
Seiko Epson Corporation,"1860, Hei, Imaizumi, Kiyotake-cho Miyazaki-shi, Miyazaki Japan",2013,TRUE
Seiko Epson Corporation,"239-239/1 Moo 7, Gateway City Industrial Estate, T. Hua Samrong, Pleang Yao, Chachoengsao Thailand",2013,TRUE
Seiko Epson Corporation,"4-44 Kaigan, Kawaragi Hachinohe-shi, Aomori Japan",2013,TRUE
Seiko Epson Corporation,"8548, Nakaminowa, Minowa-machi Kami-Ina-gun, Nagano Japan",2013,TRUE
Seiko Epson Corporation,"Lot 1, Jalan Persiaran Industri, Taman Perindustrian Sri Damansara Sungai Buloh, Kuala Lumpur Malaysia",2013,TRUE
Seiko Epson Corporation,"No. 144, Hua Shan Road, Suzhou New District Suzhou, Jiangsu China",2013,TRUE
Seiko Epson Corporation,"No. 36, Changjiang Road, Wuxi State High and Technology Industrial Development Zone Wuxi, Jiangsu China",2013,TRUE
Semtech Corporation,"200 Flynn Road Camarillo, California USA",2013,TRUE
Sharp Corporation,"1177-1 Gosana Taki-cho Taki-gun, Mie Japan",2013,TRUE
Sharp Corporation,"464 Kohgawa, Shiraki-cho Kameyama, Mie Japan",2013,TRUE
Sharp Corporation,"No 21 Zhujiang Road Wuxi National High and New Tech Industrial Development Zone Wu Xi, Jiangsu China",2013,TRUE
Sharp Corporation,"No. 7, VSIP II, Street 7, Vietnam-Singapore Park II, Hoa Phu Ward Thu Dau Mot, Binh Duong Vietnam",2013,TRUE
"Shenzhen Panel Lighting Co., Ltd","No. 2006 East Taihu Road, Hengjing Street,Wu Zhong District Suzhou, Jiangsu China",2013,TRUE
"Shenzhen Panel Lighting Co., Ltd","No. 22 Boafeng Road, Wu Zhong District Suzhou, Jiangsu China",2013,TRUE
Shenzhen Yuto Printing (Holdings) Ltd.,"Industrial Hatching Park, Business Gathering Zone, Wulu Road Center Changge, Henan China",2013,TRUE
Shenzhen Yuto Printing (Holdings) Ltd.,"No. 1 Shihuan Road, Shuitian Industrial Area, Shilongzai, Shiyan Town Shenzhen, Guangdong China",2013,TRUE
"Shicoh Co., Ltd.","Export Processing Zone, 38 Rong Teng Road, Songjiang Shanghai, China",2013,TRUE
Shimano Inc.,"1-27-6, Nishi-Nippori, Arakawa-ku Tokyo, Japan",2013,TRUE
"Shin Zu Shing Co., Ltd.","No. 174, Jyunying Street, Shulin District New Taipei City, Taiwan",2013,TRUE
"Silicon Works Co., Ltd.","707 Tamnin-Dong Daejeon, Tuseong-Gu South Korea",2013,TRUE
"Simplo Technology Co., Ltd.","No. 2 Dong Nan Avenue Changshu, Jiangsu China",2013,TRUE
"Skyworks Solutions, Inc.","20 Sylvan Road Woburn, Massachusetts USA",2013,TRUE
"Skyworks Solutions, Inc.","2427 West Hillcrest Drive Newbury Park, California USA",2013,TRUE
"Skyworks Solutions, Inc.","Calzada Gomez Morin 1690, Col. Rivera CP Mexicali, Baja California Mexico",2013,TRUE
SMK Corporation,"1-1, Yasuuchi, Yatsuo-Machi Toyama, Toyama Japan",2013,TRUE
SMK Corporation,"1-5 F Section 3 Bldg. 1, Honghualing Industrial South Area, Xili Town, Nanshan District Shenzhen, Guangdong China",2013,TRUE
SMK Corporation,"2nd East Turning, Zhenxing Road, Gaobu Town Dongguan, Guangdong China",2013,TRUE
SMK Corporation,"3 F Section 3 East, Honghualing Industrial South Area, Xili Town, Nanshan District Shenzhen, Guangdong China",2013,TRUE
Solvay Specialty Polymers,"17005 State Route 7 Marietta, Ohio USA",2013,TRUE
Solvay Specialty Polymers,"Industriepark de Bruwaan 9 Oudenaarde, Belgium",2013,TRUE
Solvay Specialty Polymers,"Jiangsu High-Tech Flourchemical Industrial Park, Haiyu Town Changshu, Jiangsu China",2013,TRUE
Sony Corporation,"1 Tuas Road, Singapore",2013,TRUE
Sony Corporation,"18 Satuki-cho Kanuma-shi, Tochigi Japan",2013,TRUE
Sony Corporation,"1883-43 Tsukubamachi Isahaya, Nagasaki Japan",2013,TRUE
Sony Corporation,"2 Toinokuchi Motomiya Motomiya, Fukushima Japan",2013,TRUE
Sony Corporation,"4000-1 Haramizu, Kikuyo Kikuchi, Kumamoto Japan",2013,TRUE
Sony Corporation,"Free Trade Zone, Prai Industrial Estate, Prai Penang, Malaysia",2013,TRUE
Sony Corporation,"Ha-86 Akai-machi, Nomi-shi, Ishikawa Japan",2013,TRUE
Sony Corporation,"No. 99 Jiang Tian East Road, Song Jiang Industry Development Zone, Shanghai, China",2013,TRUE
Sony Corporation,"No. 27, Changjiang Road, New District Wuxi, Jiangsu China",2013,TRUE
STMicroelectronics,"16, Rue Pierre et Marie Curie Tours CX2, Tours France",2013,TRUE
STMicroelectronics,"16, Tao Hua Road Futian Free Trade Zone Shenzhen, Guangdong China",2013,TRUE
STMicroelectronics,"190 Avenue Clestin Coq Zone Industrielle, Rousset, France",2013,TRUE
STMicroelectronics,"28 Ang Mo Kio-Industrial Park 2, Singapore",2013,TRUE
STMicroelectronics,"850 rue Jean Monnet Crolles, France",2013,TRUE
STMicroelectronics,"Industry Road Kirkop, Malta",2013,TRUE
STMicroelectronics,"No. 9 Mountain Drive, Light Industry and Science Park II, Brgy La Mesa, Laguna Philippines",2013,TRUE
STMicroelectronics,"Stradale Primosole 50 Catania, Sicily Italy",2013,TRUE
STMicroelectronics,"Via C. Olivetti 2, 20864 Agrate Brianza (MB), Italy",2013,TRUE
Styron LLC,"No. 17 Ren Jen Road Hsinchu, Taiwan",2013,TRUE
"Sumitomo Chemical Co., Ltd.","1-1 Ooe Niihama City, Niihama, Ehime Japan",2013,TRUE
"Sumitomo Chemical Co., Ltd.","61 Xinmei Road, Wuxi New District Wuxi, Jiangsu China",2013,TRUE
"Sumitomo Chemical Co., Ltd.","862 Palbong-dong Iksan, Chungcheongbuk-do South Korea",2013,TRUE
Sumitomo Electric Industries Ltd.,"30 Hinokigaoka, Minakuchi-Cho, Kouga-shi, Shiga Japan",2013,TRUE
Sumitomo Electric Industries Ltd.,"Ampere St. Cor Main Avenue, Light Industry and Science Park, Bo Diezmo Cabuyao, Laguna Philippines",2013,TRUE
Sumitomo Electric Industries Ltd.,"Bldg B, No. 20 Song Tang Road, Tong Fu Yu Industrial Area, Tang Xia Chong, Songgang Shenzhen, Guangdong China",2013,TRUE
Sumitomo Electric Industries Ltd.,"No. 20, Songtang Road, Tongfuyu Industrial Park, Tangxiayong, Songgang, Baoan Shenzhen, Guangdong China",2013,TRUE
Sumitomo Electric Industries Ltd.,"No. 232 Jingfeng Road Suzhou, Jiangsu China",2013,TRUE
"Sumitomo Light Metals, Ltd.","1-12, 3-Chome, Chitose Minato-Ku Nagoya, Aichi Japan",2013,TRUE
"Sumitomo Light Metals, Ltd.","No. 99 Shaojing Road, Kunshan Economical Technology Development Zone Kunshan, Jiangsu China",2013,TRUE
SUNREX Technology Corporation,"No. 508 Guo Dao Road, Fenhu Economic Development Zone, Luxu Town Wujiang, Jiangsu China",2013,TRUE
Suyin Corporation,"Suyin Road,San Zhong Village,Qing Xi Town Dongguan, Guangdong China",2013,TRUE
Taiyi Precision Tech Corporation,"No. 68, Hua Ming Road, Longhua District Shenzhen, Guangdong China",2013,TRUE
Taiyi Precision Tech Corporation,"No. 68, Meifeng Road, Wu Song Jiang Industrial Park, Yu Shan Town, Kunshan, Jiangsu China",2013,TRUE
"Taiyo Yuden Co., Ltd.","1-1, Chikumazawahigashi, Miyoshi-machi,Iruma-gun, Saitama Japan",2013,TRUE
