company,address,report publication year,internal manufacturing site
Coilcraft Inc.,"Bac Chu Lai Industrial Park, Chu Lai Open Economic Zone. Tam Hiep, Nui Thanh, Quang Nam, Vietnam",2016,TRUE
Compal Electronics Inc.,"No. 68-2 Suyuan Road, Nanjing Export Processing Zone South Area, Nanjing, Jiangsu, China",2016,TRUE
Compeq Manufacturing Co. Ltd.,"No. 168 Huguang Road, Huzhen Town, Boluo County, Huizhou, Guangdong, China",2016,TRUE
Compeq Manufacturing Co. Ltd.,"4 D Block, Suchun Industrial Square, No.428, Xinglong Street, Suzhou Industrial Park, Suzhou, Jiangsu, China",2016,TRUE
Compeq Manufacturing Co. Ltd.,"No. 91, Lane 814, Ta Hsin Road, Shin Chuang Village, Lu Chu Hsiang, Taoyuan, Taiwan",2016,TRUE
Coretronic Corp.,"No. 2, Guoyuan 1st Road, East Zone, Guangzhou Economic and Technological Development District, Guangzhou, Guangdong, China",2016,TRUE
Corning Inc.,"No. 33 Section 2, Haundong Road, Tainan Scientific Industrial Park, Tainan, Taiwan",2016,TRUE
Corning Inc.,"680 East Office St., Harrodsburg, Kentucky, United States",2016,TRUE
Cosmosupplylab Ltd.,"Guanhuang Middle Road , Xiansha Industry, Gaobu Town, Dongguan, Guangdong, China",2016,TRUE
Cosmosupplylab Ltd.,"Zhongxin Middle Road, Xiansha Industry, Gaobu Town, Dongguan, Guangdong, China",2016,TRUE
Cosmosupplylab Ltd.,"North Square Road , Xiansha Industry, Gaobu Town, Dongguan, Guangdong, China",2016,TRUE
Cowell E Holdings Inc.,"No. 1, Songbo Road, Huanan Industrial Area, Liaobu Town, Dongguan, Guangdong, China",2016,TRUE
Coxon Precise Industrial Co. Ltd.,"West No. 3 Zhongnan South Road, Haibin District, Shangsha Village Chang'an Town, Dongguan, Guangdong, China",2016,TRUE
Coxon Precise Industrial Co. Ltd.,"Zhenan 1st road, 6th Industrial District, Shangsha Villlage, Chang'an Town, Dongguan, Guangdong, China",2016,TRUE
CymMetrik Enterprise Co. Ltd.,"Factory 8, Industrial Park of Weishi County, Kaifeng, Henan, China",2016,TRUE
CymMetrik Enterprise Co. Ltd.,"No. 168 Chuyang Road, Lujia Town, East part of Economic and Technical Development Zone, Kunshan, Jiangsu, China",2016,TRUE
CymMetrik Enterprise Co. Ltd.,"Xinhua Road, Xingwei Community, Fuyong Street, Bao'an, Shenzhen, Guangdong, China",2016,TRUE
Dai-Ichi Seiko Co. Ltd.,"2455-1 Takata, Chikuzen-machi, Asakura-gun, Fukuoka, Japan",2016,TRUE
Dai-Ichi Seiko Co. Ltd.,"12 Hokuryo-cho, Matsue, Shimane, Japan",2016,TRUE
Dai-Ichi Seiko Co. Ltd.,"863 Mits United Stateswa, Ogori, Fukuoka, Japan",2016,TRUE
Dai-Ichi Seiko Co. Ltd.,"55 Yishun Industrial Park A., Singapore",2016,TRUE
Dai-Ichi Seiko Co. Ltd.,"Block 2 Woodlands Sector 1, No. 01-24, Woodlands Spectrum 1, Singapore",2016,TRUE
Daikin Industries Ltd.,"1-1, Nishi-Hitotsuya, Settsu, , Osaka, Japan",2016,TRUE
Daikin Industries Ltd.,"2252 State Docks Road, Decatur, Alabama, United States",2016,TRUE
Daikin Industries Ltd.,"85 Winter Street, Hanover, Massachusetts, United States",2016,TRUE
Darfon Electronics Corp.,"No. 99 Zhuyuan Road, New District, Suzhou, Jiangsu, China",2016,TRUE
Delta Group,"Chenzhou Export Processing Zone, Bailu Tang Town, Suxian District, Chenzhou, Hunan, China",2016,TRUE
Delta Group,"No. 168, Kat City Road Wu Jiang City Economic Development Zone, Suzhou, Jiangsu, China",2016,TRUE
Delta Group,"No. 168, No. 15 Coastal Way, Tianjin Port Free Trade Zone, Tianjin, China",2016,TRUE
Delta Group,"1688 Jiangxing East Road, Wujiang Economy Development Zone, Wujiang, Jiangsu, China",2016,TRUE
Delta Group,"Wellgrow Industrial Estate, 111 Moo 9, Soi 11, Bangna-Trad Road, Tambol Bangwua, Bang Pakong, Chachoengsao, Thailand",2016,TRUE
Dexerials Corporation,"18 Satuki-cho, Kanuma-shi, Tochigi, Japan",2016,TRUE
Dialog Semiconductor GmbH,"La Chantrerie - BP 70602; 44306 Mamtes Cedex 3, Nantes, France",2016,TRUE
Dialog Semiconductor GmbH,"Vestre Rosten 79, Tiller, Norway",2016,TRUE
Dialog Semiconductor GmbH,"ACP Bldg., 102 Accuracy Drive, Corner Excellence Ave, Carmelray Industrial Park, 1, Canlubang, Calamba, Laguna, Philippines",2016,TRUE
Dialog Semiconductor GmbH,"Unit 6, Mitchell Point, Ensign Way, Hamble-le-Rice, Hampshire, United Kingdom",2016,TRUE
Dialog Semiconductor GmbH,"1150 E. Cheyenne Mountian Blvd, Colorado Springs, Colorado, United States",2016,TRUE
Dialog Semiconductor GmbH,"2325 Orchard Parkway, San Jose, California, United States",2016,TRUE
Diodes Inc.,"No. 8 Kexin Road, Chengdu Hi-Tech Zone (West Park), Chengdu, 611731, P.R. China, Chengdu, Sichuan, China",2016,TRUE
Diodes Inc.,"No.999 Chenchun Road, Xinqiao Town, Songjiang District, Shanghai, China",2016,TRUE
Diodes Inc.,"Plant No.1, Lane 18, San Zhuang Road, Songjiang Export Zone, Shanghai, China",2016,TRUE
Diodes Inc.,"Waldweg 7, Neuhaus am Rennweg, Thuringia, Germany",2016,TRUE
Diodes Inc.,"Zetex Technology Park, chadderton, Oldham, United Kingdom",2016,TRUE
Diodes Inc.,"777 Northwest Blue Parkway, Suite 350 , Lee's Summit, Missouri, United States",2016,TRUE
"DSM Engineering Plastics Co., Ltd.","No. 18 Pan Long Shan Road, Jiangyin, Jiangsu, China",2016,TRUE
"DSM Engineering Plastics Co., Ltd.","Eerste Bokslootweg 17, 7821 AT Emmen, Emmen, Netherlands",2016,TRUE
"DSM Engineering Plastics Co., Ltd.","Postbus 1077, 6160 BB Geleen, Geleen, Netherlands",2016,TRUE
Dynapack International Technology Corp.,"No. 8 Huagang Road, Wujiang Economic and Technological Development Zone, Suzhou, Jiangsu, China",2016,TRUE
"E-Litecom Co., Ltd.","Hengkeng Sanhe Industry Complex Liaobu Town, Dongguan, Guangdong, China",2016,TRUE
"E-Litecom Co., Ltd.","4th Standard Workshop, 117th on Mei Yu Road, Wuxi New District, Wuxi, Jiangsu, China",2016,TRUE
Ellington Electronics Technology Group,"No. 88 Gaoping Chemical and Industrial Zone, Sanjiao Town, Zhongshan, Guangdong, China",2016,TRUE
Fairchild Semiconductor International,"1 Sutong Road, China-Singapore Suzhou Industrial Park, Suzhou, Jiangsu, China",2016,TRUE
Fairchild Semiconductor International,"420-711 82-3, Dodang-Dong, Wonmi-District, Bucheon, Gyeonggi-Do, South Korea",2016,TRUE
Fairchild Semiconductor International,"Mactan Export Zone I, Lapulapu, Cebu, Philippines",2016,TRUE
Fairchild Semiconductor International,"Crestwood Industrial Park, 125 Crestwood Road, Mountain Top, Pennsylvania, United States",2016,TRUE
Fairchild Semiconductor International,"333 Western Ave, South Portland, Maine, United States",2016,TRUE
Fairchild Semiconductor International,"3333 West 9000 South, West Jordan, Utah, United States",2016,TRUE
Flexium Interconnect Inc.,"No. 1399, Hanpu Road, Hi-Tech Industrial Park, Kunshan, Jiangsu, China",2016,TRUE
Flexium Interconnect Inc.,"No. 23, Juguang 1st St., Tafa Industrial Park, Daliao District, Kaohsiung, Taiwan",2016,TRUE
Flextronics Sales and Marketing (A-P) Ltd.,"Avenida Liberdade, 6315, Iporanga â€“ Sorocaba, Sao Paulo, Brazil",2016,TRUE
Flextronics Sales and Marketing (A-P) Ltd.,"Flextronics Industrial Zone, Shi Da Road, Da Ling Shan, Dongguan, Guangdong, China",2016,TRUE
Flextronics Sales and Marketing (A-P) Ltd.,"Plot No 3 Phase III, SIPCOT Industrial Park, Sandavellur Village, Sriperumbuthur, Kanchipuram, Tamilnadu, India",2016,TRUE
Flextronics Sales and Marketing (A-P) Ltd.,"12455 Research Blvd., Austin, Texas, United States",2016,TRUE
"Fortune Grand Enterprise Co., Ltd.","No. 35, Chunqiu Road, Panyang Industrial Zone Huangda Town, Xiangcheng District, Suzhou, Jiangsu, China",2016,TRUE
"Foster Electric Co., Ltd.","Workshop No. 1, Candy and Food Industrial Zone, Chongzuo City Industrial Zone, Chongzuo, Guangxi, China",2016,TRUE
"Foster Electric Co., Ltd.","Dalong Street, Jiushuikeng Village, Panyu District, Guangzhou, Guangdong, China",2016,TRUE
"Foster Electric Co., Ltd.","No. 8, 11 Keyuan East Road, Nanning New High-Technology Industrial Zone, Nanning, Guangxi, China",2016,TRUE
"Foster Electric Co., Ltd.","Building 7, No. 1 Zongbu Road, Nanning New High Technology Industrial Zone, Nanning, Guangxi, China",2016,TRUE
"Foster Electric Co., Ltd.","Street No. 07, Hoa Khanh Industrial Zone Lien Chieu District, Da Nang, Vietnam",2016,TRUE
"Foster Electric Co., Ltd.","Street No. 1, Hoa Cam industrial Zone, Cam Le district, Da Nang, Vietnam",2016,TRUE
"Foster Electric Co., Ltd.","No. 20, VSIP II Street 5, Vietnam Singapore Industrial Park II, Hoa Phu wa Road, Thu Dau Mot, Binh Duong, Vietnam",2016,TRUE
"Foster Electric Co., Ltd.","No. 1, Street 11, VSIP Bac Ninh, Tu Son, Bac Ninh, Vietnam",2016,TRUE
Foxconn Interconnect Technology (FIT),"No.99 Jiannan Road, Jiannan Street, Fengcheng, Jiangxi, China",2016,TRUE
Foxconn Interconnect Technology (FIT),"No. 168 Fushikang Road, Huai'an Economic Development Zone, Huai'an, Jiangsu, China",2016,TRUE
Foxconn Interconnect Technology (FIT),"No. 889 Fushikang Road, High Technology Industry Park, Kunshan Development Zone, Kunshan, Jiangsu, China",2016,TRUE
Foxconn Interconnect Technology (FIT),"Baoyuan Technology Area, Da Shui Keng, Guan Lan Town, Longhua New Distict, Shenzhen, Guangdong, China",2016,TRUE
Foxconn Interconnect Technology (FIT),"Foxconn Longhua Technology Park, #2 2nd Donghuan Road, 10th Yousong Industrial District, Longhua Town, Bao'an, Shenzhen, Guangdong, China",2016,TRUE
Foxconn Interconnect Technology (FIT),"37 Street, Dinh Tram Industry Zone, Viet Yen, Bac Giang, Vietnam",2016,TRUE
Fujikura Ltd.,"Build A-B, No. 1411 Yecheng Road, Jiading Industrial Zone, Shanghai, China",2016,TRUE
Fujikura Ltd.,"Building 56 A, No.199 Riying North Road, Waigaoqiao Free Trade Zone, Shanghai, China",2016,TRUE
Fujikura Ltd.,"612/12, Moo 9, Kabinburi Industrial Zone, Tambol Nongki, Amphur Kabinburi, Prachin Buri, Thailand",2016,TRUE
Fujikura Ltd.,"1/80 Moo 5, Rojana Industrial Park, Rojana Road, Tambol Kanham, Amphur U-Thai Pranakorn Sri, Ayutthaya, Thailand",2016,TRUE
Fujikura Ltd.,"101/2 Moo 20, Navanakorn Industrial Zone, Phaholyothin Road, Khlong Luang, Pathum Thani, Thailand",2016,TRUE
Fujikura Ltd.,"55/25 Moo 13 Navanakorn Industrial Estate, Paholyothin Road, Klong Nueng, Khlong Luang, Pathum Thani, Thailand",2016,TRUE
Fujikura Ltd.,"Northern Region Industrial Estate, 68/1 Moo 4 Tambol, Lamphun, Thailand",2016,TRUE
Furukawa,"No. 169, Putian Road, Weiting Town, Suzhou Industrial Zone, Suzhou, Jiangsu, China",2016,TRUE
"Gemalto, Inc.","No. 1118, Jin Hu Road. Pudong, Shanghai, China",2016,TRUE
"Gemalto, Inc.","Calle 9, Este NÂ° 192 CIVAC Jiutepec - Morelos, Cuernavaca, Mexico",2016,TRUE
"Gemalto, Inc.","101 Park Drive, Montgomeryville, Pennsylvania, United States",2016,TRUE
Genius Electronic Optical Co. Ltd.,"No. 8 Chuangxin Road, Torch High-Tech Industrial Zone, Xiamen, Fujian, China",2016,TRUE
GoerTek Inc.,"West Changan South Road and North Tengfei Road, Yishui County, Linyi, Shandong, China",2016,TRUE
GoerTek Inc.,"No. 268 Dongfang Road, High-Tech Industrial Development Zone, Weifang, Shandong, China",2016,TRUE
GoerTek Inc.,"Lot K-08, Que Vo industrial park, Nam Son commune, Bac Ninh, Vietnam",2016,TRUE
Hama Naka Shoukin Industry Co. Ltd.,"No. 1 Gaoding Road, Kunshan Development Zone, Kunshan, Jiangsu, China",2016,TRUE
Heesung Electronics Ltd.,"No. 30, Xingyou Road, Nanjing Economic and Technology Development Zone, Nanjing, Jiangsu, China",2016,TRUE
Henkel Corporation,"No. 90 Zhu Jiang Road , Yantai Economic Technological Development Zone, Yantai, Shandong, China",2016,TRUE
Henkel Corporation,"28 Norfolk Ave., South Easton, Massachusetts, United States",2016,TRUE
Heptagon Advanced Micro-Optics Pte Ltd.,"26 Woodlands Loop, Level 1, Singapore",2016,TRUE
HI-P International Ltd.,"Block 3 and 4, No. 955, Jinhai Road, Shanghai, China",2016,TRUE
HI-P International Ltd.,"No 96 and No 102, Jinwen Road, Zhuqiao Airport Industrial Zone, Pudong New Area, Shanghai, China",2016,TRUE
HI-P International Ltd.,"No. 38, Jinliang Road, Pudong, Shanghai, China",2016,TRUE
HI-P International Ltd.,"No. 77 Jinwen Road, Zhuqiao Airport Industrial Zone, Pudong New Area, Shanghai, China",2016,TRUE
HI-P International Ltd.,"No. 86, Lufeng Road, Guoxiang Street, Hedong Industrial Park, Wuzhong District, Suzhou, Jiangsu, China",2016,TRUE
Hirose Electric Co. Ltd.,"191-1 Oaza Urushikawa Aza Tamatsubaki, Goshogawara, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"1-23, Yoshinosawa, Shikura-cho, Iwaki, Fukushima, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"63-25 Nishiura Aisaricho, Kitakami, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"2-31-1 Toyomane, Yamadacho, Shimoheigun, Miyako, Iwate, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"21-2 Kubota Dai-2 Chiwariaza Akamae, Miyako, Iwate, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"55-1, Jiwari, Tag United Statesri, Miyako, Iwate, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"46-3 Aza Nishi, Niida, Tagajou, Miyagi, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"3215, Shimoizawa, Fuchumachi , Toyama, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"415 Funahashi, Funahashi Ville, Nakaniwa County, Toyama, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"509-36, Soejima, Fuchumachi, Toyama, Japan",2016,TRUE
Hirose Electric Co. Ltd.,"1261-10, Jeongwang-Dong, Siheung, Gyeonggi-Do, South Korea",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Block A, Avenida Caminho de Goias 100, Rodovia Anhanguera km 66, Bairro dos Fernandes, CEP 13214-870, Sao Paulo, Brazil",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Block B, Avenida Caminho de Goias 100, Rodovia Anhanguera km 66, Bairro dos Fernandes, CEP 13214-870, Sao Paulo, Brazil",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 888 Hezuo Road, Comprehensive Bonded Zone, Chengdu High Technology Western Park, Chengdu, Sichuan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 168 Hezuo Road, Chengdu High Technology Western Park, Chengdu, Sichuan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 35, Huabao North Road, Chengxi Industrial Zone, Chancheng District, Foshan, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Technology Development Zone, Hebi, Henan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 99 Fuxing Avenue, Xitang Town, Jiashan, Zhejiang, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1216 Lanhua Road, Jincheng Economic and Technology Development Zone, Jincheng, Shanxi, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Huling Industry Park, Huanghe River Road, Jiyuan, Henan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 299 Nansong Road, Yu Shan Town, Kunshan, Jiangsu, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 880 Zizhu Road, Hi-Tech Industrial Zone, Kunshan, Jiangsu, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 55 Guilin Road, Kunshan Comprehensive Bonded B Zone, Kunshan, Jiangsu, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Longhe Technology Industry Zone, Southern Construction Road, Anci District, Langfang, Hebei, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1925 Nanle Road, Songjiang Export Processing Zone, Shanghai, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Hongguan Science and Technology Park, Dashuikeng Village, Guanlan Street, Guanlan, Shenzhen, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Building 8, Foxconn Guanlan Technology Park B District, Da San Community, Guanlan Town, Bao'an, Shenzhen, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Guanlan Technology Park North site, Dashuikeng Village Guanlan Town, Bao'an, Shenzhen, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Longhua Technology Park, No. 2 2nd Donghuan Road, 10th Yousong Industrial District, Longhua Town, Bao'an, Shenzhen, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1 Longfei Street, Economy and Technology Development Zone, Taiyuan, Shanxi, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","General Bonded Zone, East Zhenxing Road, Zhengzhou Airport, Zhengzhou, Henan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No 7. Workshop, Export Processing District, 9th Avenue, Economy and Technology Development Zone, Zhengzhou, Henan, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 9 Jianye East Road, Torch Hi-Tech Development Zone, Zhongshan, Guangdong, China",2016,TRUE
"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 6, Sec. 2, Huandong Road, Xinshi District, Tainan, Taiwan",2016,TRUE
IBIDEN Co. Ltd.,"No. 1049, Jalan Perindustrian Bukit Minyak 8, Kawsan Perindustrian Bukit Minyak, Penang, Malaysia",2016,TRUE
INB Electronics Limited,"Xiangshuihe Industrial Area, Dayawan Development District, Huizhou, Guangdong, China",2016,TRUE
INB Electronics Limited,"Building 2, Area 1, Industrial Area of Huaide Cuihai, Fengtang Road, Fuyong Street, Shenzhen, Guangdong, China",2016,TRUE
Infineon Technologies AG,"Siemensstrabe 2, Villach, Austria",2016,TRUE
Infineon Technologies AG,"Konigsbrucker Str. 180, Dresden, Saxony, Germany",2016,TRUE
Infineon Technologies AG,"Wernerwerkstr. 2, Regensburg, Bavaria, Germany",2016,TRUE
Infineon Technologies AG,"Free Trade Zone, Jalan Batu Berendam, Batu Berendam, Malacca, Malaysia",2016,TRUE
Infineon Technologies AG,"Lot 10 and 11, Kulim Hi-Tech Park, Kedah Darul Aman, Jalan Hi-Tech 7, Industrial Zone Phase II, Kulim, Kedah, Malaysia",2016,TRUE
Infineon Technologies AG,"Prol. Los Cabos 9234, Parque Industrial Pacifico, Tijuana, Baja California, Mexico",2016,TRUE
Infineon Technologies AG,"Cardiff Road, Newport, South Wales, United Kingdom",2016,TRUE
Intel Corp.,"No. 8-1 Kexin Road, High-Tech Zone West Park, Chengdu, Sichuan, China",2016,TRUE
Intel Corp.,"No. 109 Huaihe East Road, Dalian, Liaoning, China",2016,TRUE
Intel Corp.,"Collinstown Industrial Park, Leixlip, Ireland",2016,TRUE
Intel Corp.,"New Industrial Area 2 Tzoran Street, Kiryat Gat, Israel",2016,TRUE
Intel Corp.,"Bayan Lepas Industrial Park IV, Penang, Malaysia",2016,TRUE
Intel Corp.,"4500 South Dobson Road, Chandler, Arizona, United States",2016,TRUE
Intel Corp.,"2501 NW 229th Avenue, Hillsboro, Oregon, United States",2016,TRUE
Intel Corp.,"Rio Rancho Blvd SE, Rio Rancho, New Mexico, United States",2016,TRUE
Intel Corp.,"Lot I2, Saigon Hi-Tech Park, District 9, Ho Chi Minh, Binh Duong, Vietnam",2016,TRUE
Interflex Co. Ltd.,"930, Gosaek-dong, Gwonseon-gu, Suwon, Gyeonggi-Do, South Korea",2016,TRUE
Intramedia Inc.,"No. 11 Haiyi Road, Ching Tou Village, Chang'an Town, Dongguan, Guangdong, China",2016,TRUE
Intramedia Inc.,"No. 189 Tangzhuang Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2016,TRUE
InvenSense Inc.,"1 F, 9 Prosperity 1st Road, Hsinchu, Taiwan",2016,TRUE
Inventec Corp.,"No. 789, Puxing Road, Minhang District, Shanghai, China",2016,TRUE
Jabil Circuit Inc.,"No. 1, Section 3, Chuangxin Road, Chongzhou Economic Development District, Chengdu, Sichuan, China",2016,TRUE
Jabil Circuit Inc.,"No. 128 Juncheng Road, Guangzhou Economic and Technology Development Zone, Guangzhou, Guangdong, China",2016,TRUE
Jabil Circuit Inc.,"No. 1199, Hulin Road, Huangpu District, Guangzhou, Guangdong, China",2016,TRUE
Jabil Circuit Inc.,"Ganpi Village, Zhenlong Town, Huiyang District, Huizhou, Guangdong, China",2016,TRUE
Jabil Circuit Inc.,"No. 2073, Jincheng Road, Shajing Street, Bao'an District, Shenzhen, Guangdong, China",2016,TRUE
Jabil Circuit Inc.,"No. 7 Yangqing Road, Lou Feng Demonstrative S.I.P, Suzhou, Jiangsu, China",2016,TRUE
Jabil Circuit Inc.,"No. 21, Saidashiji Road., Xiqing Economic Development Zone, Tianjin, China",2016,TRUE
Jabil Circuit Inc.,"Lot J9, J10 Export Processing Zone, Wuxi, Jiangsu, China",2016,TRUE
Jabil Circuit Inc.,"No. 84-2. Block B, National Hi-Tech Industrial Development Zone, Wuxi, Jiangsu, China",2016,TRUE
Japan Aviation Electronics Industry Ltd.,"5-1, Oaza Seinofukuro 5-chome, Hirosaki, Aomori, Japan",2016,TRUE
Japan Aviation Electronics Industry Ltd.,"4102-6, Aza Takadaishinden, Oaza Izumida, Shinjo, Yamagata, Japan",2016,TRUE
Japan Display Inc.,"Xinyang Road Dengwu Village, Qiaotou Town, Dongguan, Guangdong, China",2016,TRUE
Japan Display Inc.,"No. 1 Central Avenue, Area B, Kunshan Free Trade Zone, Kunshan, Jiangsu, China",2016,TRUE
Japan Display Inc.,"26-2, Yamadasenden, Kawakita, Nomi-gun, Ishikawa, Japan",2016,TRUE
Japan Display Inc.,"3300 Hayano, Mobara, Chiba, Japan",2016,TRUE
Japan Display Inc.,"1-47, Iwauchi-machi, Nomi, Ishikawa, Japan",2016,TRUE
Jarllytec Co. Ltd.,"No. 13, Wugong 5th Road, Hsin Chung Dist, New Taipei City, Taipei, Taiwan",2016,TRUE
Kaneka Corp.,"Lot 123-124, Jalan Gebeng 2/3, Gebeng Industrial Estate, Kuantan, Pahang Darul Makmur, Malaysia",2016,TRUE
Kaneka Corp.,"14, Kinugaoka, Moka, Tochigi, Japan",2016,TRUE
Kemet Corp.,"No. 99, Yangpu Road, Suzhou, Jiangsu, China",2016,TRUE
Kemet Corp.,"Via San Lorenzo 19, Sasso Marconi, Bologna, Italy",2016,TRUE
Kemet Corp.,"Av. Eloy Cavazos 7908 OTE. Colonia Rancho Viejo, Guadalupe, Nuevo Leon, Mexico",2016,TRUE
Kemet Corp.,"Av. Carlos Salazar y Bulevar Manuel Cavazos Lerma No. 15, H. Matamoros, Tamaulipas, Mexico",2016,TRUE
Kemet Corp.,"Av. las Americas 780 Ote., Colonia, Victoria, Tamaulipas, Mexico",2016,TRUE
Knowles Corp.,"No. 20 Tongji South Road, Beijing Economic-Technological Development Area, Beijing, China",2016,TRUE
Knowles Corp.,"No. 379 Middle Suhong Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2016,TRUE
Knowles Corp.,"Plot 104, Lebuhraya Kampung Jawa, Bayan Lepas Industrial Estate, Penang, Malaysia",2016,TRUE
"Kyocera Circuit Solutions, Inc","78/2 Moo1 Wellgrow Industrial Estate, Bangna-Trad KM. 36 Road, Homsil, Bang Pakong, Chachoengsao, Thailand",2016,TRUE
"Kyocera Circuit Solutions, Inc","Long Binh Techno Park (LOTECO) EPZ, Long Binh Wa Road, Bien Hoa, Dong Nai, Vietnam",2016,TRUE
Kyocera Group,"No. 8 Jingci Road, New City District, Shilong Town, Dongguan, Guangdong, China",2016,TRUE
Kyocera Group,"Dvorakova 328, Lanskroun, Czech Republic",2016,TRUE
Kyocera Group,"Sokolovska 573, Uherske Hradiste, Czech Republic",2016,TRUE
Kyocera Group,"1166-1 Hebimizo-cho, Higashiomi, Shiga, Japan",2016,TRUE
Kyocera Group,"1-1 Kokubuyamashita-cho, Kirishima-shi, Kagoshima, Japan",2016,TRUE
Kyocera Group,"3-1-11 Osachi Kohagi, Okaya, Nagano, Japan",2016,TRUE
Kyocera Group,"1810 Taki-cho, Satsumasendai, Kagoshima, Japan",2016,TRUE
Kyocera Group,"560 Nyuzen, Nyuzen-machi, Shimoniikawa-gun, Toyama, Japan",2016,TRUE
Kyocera Group,"801 South 17th Avenue, Myrtle Beach, South Carolina, United States",2016,TRUE
Laird Technologies,"28 Huanghe South Road, Kunshan Economy and Technology Development Zone, Kunshan, Jiangsu, China",2016,TRUE
Laird Technologies,"No. 398 Yuandian Road, Xin Zhuang Industrial Zone, Shanghai, China",2016,TRUE
Laird Technologies,"No. 8 Pengfeng Road, Songjiang, Shanghai, China",2016,TRUE
Laird Technologies,"Building 1, Dejin Industrial Park, Fuyuanyi Road, Heping Community, Fuyong Town, Bao'an District, Shenzhen, Guangdong, China",2016,TRUE
"Largan Precision Co., Ltd.","No. 18, Tutong First Industrial District, Tutong, Changping, Dongguan, Guangdong, China",2016,TRUE
"Largan Precision Co., Ltd.","No. 11, Jingke Road, Nantun Dist., Taichung, Taiwan",2016,TRUE
Lateral Solutions Pte Ltd.,"Building 3, No. 158 Fengjiang Road, Suzhou, Jiangsu, China",2016,TRUE
Lateral Solutions Pte Ltd.,"No 6. Century Middle Road ,New Century Economic Area, Wuqing, Tianjin, China",2016,TRUE
Lateral Solutions Pte Ltd.,"No. 2 and 4, Jalan Gemilang 3, Kawasan Perindustrian Desa Cemerlang, Ulu Tiram, Johor, Malaysia",2016,TRUE
Lens One Technology,"Huangxing Road,Langli Town, Changsha, Hunan, China",2016,TRUE
Lens One Technology,"Lens Technology Zone, Liuyang Biomedical Industrial Estate, Changsha, Hunan, China",2016,TRUE
LG Chem Ltd.,"No. 17 Hengyi Road,Nanjing Economic and Technology Development Zone, Nanjing, Jiangsu, China",2016,TRUE
LG Chem Ltd.,"8 B Ochang Scientific Local Industrial Complex 1114-Namchon-ri Oksan-Myeon, Cheungwon-Gun, Chungcheongbuk-Do, South Korea",2016,TRUE
LG Display Co. Ltd.,"No. 59 Kaitai Road, Science City of Guangzhou, High-Tech Industrial Development Zone, Guangzhou, Guangdong, China",2016,TRUE
LG Display Co. Ltd.,"No. 1, LG Road, LG Industrial Park, Nanjing Economic and Technology Development Zone, Nanjing, Jiangsu, China",2016,TRUE
LG Display Co. Ltd.,"A-33 Ao'men Road, Nanjing Economic and Technology Development Zone, Yantai, Shandong, China",2016,TRUE
LG Display Co. Ltd.,"No. 2 Beijing Middle Road, Development Zone, Yantai, Shandong, China",2016,TRUE
